,COP,AXP,RTN,BA,AAPL,PEP,NAV,GSK,MSFT,KMB,R,SAP,GS,CL,WAG,WMT,GE,SNE,PFE,AMZN,MAR,NVS,KO,MMM,CMCSA,SNY,IBM,CVX,WFC,DD,CVS,TOT,CAT,CAJ,BAC,AIG,TWX,HD,TXN,KFT,VLO,F,CVC,TM,PG,LMT,K,HMC,GD,HPQ,DELL,MTU,XRX,YHOO,XOM,JPM,MCD,CSCO,NOC,UN
2011-11-01,47.45,47.7,39.83,60.1,383.39,58.58,40.91,39.1,24.35,63.88,46.57,56.63,100.14,42.03,30.49,53.54,14.98,19.71,17.82,212.1,27.96,50.98,31.46,72.37,22.12,31.34,174.25,94.86,23.32,43.47,34.4,44.77,87.41,44.87,6.34,23.33,32.09,33.81,28.32,33.53,21.03,10.6,13.34,65.26,58.83,66.8,49.87,30.1,57.93,24.37,14.64,4.24,7.57,14.93,71.67,30.9,85.59,16.75,51.19,31.3
2011-11-02,48.28,49.0,40.28,61.27,384.26,58.75,41.09,39.02,24.37,64.25,47.48,57.87,102.65,41.95,31.07,54.14,15.19,18.53,18.01,215.62,28.73,51.03,31.81,73.82,22.16,31.5,176.72,97.14,23.97,44.35,34.71,45.33,89.61,45.04,6.66,24.09,31.84,34.23,28.51,33.61,21.83,10.66,13.21,64.84,58.97,67.28,50.32,30.09,58.42,24.62,14.95,4.23,7.72,15.1,73.02,31.77,86.17,17.0,51.97,31.35
2011-11-03,49.26,50.32,41.29,62.97,389.73,59.12,42.36,40.17,24.86,64.8,48.83,59.53,104.15,42.23,30.82,54.67,15.58,18.31,18.33,218.29,29.39,52.21,32.22,75.31,22.45,32.48,179.97,98.62,24.42,45.3,36.2,46.26,91.58,45.37,6.85,24.53,32.63,34.67,29.52,34.71,22.09,10.82,13.72,65.39,59.3,68.7,46.47,30.41,60.0,25.51,15.16,4.31,7.97,15.48,74.42,32.47,86.61,17.31,53.42,31.49
2011-11-04,49.4,49.84,41.22,62.6,387.0,58.35,42.56,40.06,24.59,64.82,48.84,58.66,101.59,42.01,31.24,54.75,15.32,17.92,18.13,216.48,28.85,51.73,31.81,74.99,21.9,31.45,179.09,98.9,24.03,45.16,36.89,45.46,91.33,44.6,6.43,23.81,32.66,34.61,30.15,34.13,22.4,10.78,13.6,65.18,59.13,69.09,46.47,30.56,59.83,25.63,14.86,4.25,8.07,15.24,74.1,32.09,87.36,17.17,53.23,31.24
2011-11-07,50.01,49.9,42.42,63.06,386.5,58.83,42.39,40.05,25.11,65.27,48.4,58.72,102.11,42.2,31.21,55.17,15.32,17.99,18.51,217.0,29.05,51.43,32.01,75.36,21.8,31.23,179.99,100.1,24.05,45.43,37.09,45.49,90.63,44.1,6.39,23.62,33.12,35.52,29.91,34.28,22.73,10.73,13.99,65.48,59.54,70.66,46.96,30.52,60.54,26.49,15.04,4.35,8.06,15.69,74.88,32.34,88.11,17.15,54.22,31.55
2011-11-08,50.82,49.99,42.67,63.81,392.79,59.92,42.3,40.63,25.45,65.91,48.99,59.59,105.02,42.67,31.26,56.48,15.41,17.48,18.7,217.99,28.9,51.87,32.22,77.38,21.91,31.98,180.64,101.16,25.1,46.19,37.88,46.72,91.47,44.43,6.47,23.96,33.46,36.09,29.93,34.42,22.86,11.1,14.05,64.61,60.24,70.77,46.45,30.27,61.42,26.46,15.08,4.32,8.15,15.97,75.72,33.08,88.1,17.44,54.49,32.26
2011-11-09,49.06,47.92,41.4,61.8,382.2,58.63,40.5,39.13,24.55,64.88,47.04,56.17,96.4,41.72,30.08,55.27,14.82,17.2,18.01,211.22,27.59,50.39,31.46,74.71,20.8,30.28,175.81,96.9,23.65,44.13,37.25,44.46,87.42,43.29,6.1,22.45,32.0,35.35,28.75,33.72,22.15,10.56,13.5,64.01,58.84,69.47,45.7,29.24,59.37,25.02,14.32,4.2,7.72,15.92,73.47,30.74,86.28,16.77,53.34,30.53
2011-11-10,49.91,47.8,41.66,62.07,372.47,59.27,40.75,39.87,24.62,65.51,47.56,57.33,96.24,42.05,30.3,55.35,15.01,17.11,18.43,210.79,27.63,50.41,31.63,75.95,21.34,30.93,176.88,98.03,23.73,44.44,37.35,44.62,87.95,43.45,5.98,23.06,32.4,35.38,29.03,34.08,22.23,10.51,13.82,64.45,59.33,68.73,45.98,29.34,59.77,25.43,14.47,4.2,7.76,15.95,74.71,30.92,86.85,17.72,54.05,30.87
2011-11-11,50.4,49.05,42.49,64.07,371.89,59.57,41.41,40.41,25.21,66.11,50.34,58.28,98.32,42.54,31.15,56.37,15.24,17.54,18.62,217.39,28.86,51.32,31.97,77.82,21.68,31.49,180.77,99.47,24.27,45.39,38.07,45.71,91.7,44.8,6.15,23.75,33.39,36.2,29.88,34.51,21.5,10.65,14.25,64.12,59.94,69.9,46.29,29.65,61.97,26.21,14.85,4.24,7.83,16.27,75.68,31.43,88.24,18.11,55.21,31.64
2011-11-14,50.1,48.15,42.1,65.05,366.71,59.12,41.12,39.92,25.07,66.18,50.23,57.36,96.03,42.29,30.75,56.07,15.05,17.51,18.43,218.93,28.45,50.91,31.82,77.42,21.38,31.11,180.74,98.66,23.75,45.13,37.62,45.39,92.08,44.2,5.99,23.44,32.83,36.38,29.56,34.37,21.34,10.54,13.96,64.31,59.15,69.83,46.23,29.57,61.59,25.96,14.82,4.3,7.77,16.0,74.96,30.75,87.59,18.04,54.79,31.11
2011-11-15,50.3,48.64,42.53,65.05,375.96,60.72,40.3,40.25,25.24,66.37,50.75,57.92,96.48,42.36,30.87,54.71,15.14,17.42,18.51,217.83,28.49,50.87,31.92,77.42,21.47,31.03,182.09,95.96,23.93,45.18,37.79,44.66,92.6,43.95,6.07,23.03,32.97,36.21,29.55,34.42,21.73,10.39,14.08,63.94,59.63,70.29,46.37,29.54,62.23,26.84,15.12,4.27,7.77,15.93,75.08,30.89,87.97,18.21,55.35,30.89
2011-11-16,48.74,46.86,41.52,63.51,372.04,61.27,39.19,39.57,24.61,65.37,49.69,56.54,92.46,42.29,30.55,53.97,14.91,16.87,18.23,211.99,27.93,50.66,31.45,77.42,20.7,30.85,180.04,94.64,23.6,44.06,37.34,44.65,91.34,43.51,5.85,22.36,32.23,35.99,29.84,34.13,19.7,10.1,14.03,63.54,59.37,68.55,45.78,28.78,61.31,26.54,14.64,4.19,7.65,15.72,74.29,29.73,86.75,17.9,54.44,30.67
2011-11-17,48.6,45.47,40.9,63.27,364.92,60.33,38.44,39.22,24.11,65.12,48.73,56.55,89.32,42.0,30.61,54.01,14.62,16.8,18.13,204.52,27.84,50.35,31.27,76.06,20.45,30.67,179.18,93.73,23.34,43.09,37.34,44.07,89.49,43.19,5.75,21.79,31.6,35.78,28.82,33.92,19.1,9.73,13.82,64.33,59.05,67.86,45.98,28.8,59.81,25.93,14.43,4.18,7.56,15.34,73.92,28.8,85.94,17.6,52.95,30.58
2011-11-18,48.4,45.65,41.05,64.59,362.53,60.14,37.17,39.03,23.88,65.18,48.75,56.25,88.89,42.27,30.94,54.49,14.63,16.91,18.19,197.14,28.22,50.38,31.63,76.16,20.63,30.77,178.71,91.67,23.36,43.41,37.03,44.3,89.6,43.56,5.73,21.79,31.88,36.03,28.5,33.73,19.05,9.66,13.71,63.56,59.33,67.8,45.97,28.62,60.2,26.6,14.41,4.19,7.52,15.38,73.95,28.92,86.36,17.54,52.83,30.48
2011-11-21,48.1,44.85,40.44,62.77,356.8,59.44,36.06,38.55,23.6,64.58,47.76,55.53,88.3,41.72,29.67,53.95,14.25,16.28,17.66,189.25,27.58,49.58,30.95,74.13,20.71,30.4,175.08,89.59,22.88,42.54,36.6,43.57,86.92,42.84,5.44,20.93,31.47,35.25,27.72,33.28,18.41,9.61,13.54,61.19,57.85,67.25,45.75,27.7,59.48,25.52,14.38,4.08,7.42,14.99,73.01,28.25,85.93,17.14,51.33,30.17
2011-11-22,47.61,44.79,40.54,61.61,364.05,59.47,35.06,38.29,23.4,64.53,46.85,55.14,86.47,42.08,29.15,54.13,14.01,16.57,17.6,192.34,27.96,49.5,30.96,74.12,20.59,30.16,174.91,90.3,22.64,42.47,36.48,43.12,85.85,42.47,5.32,20.93,31.04,35.29,27.21,33.52,18.24,9.65,13.52,61.94,57.87,67.23,45.47,28.35,59.99,25.33,14.35,4.12,7.32,14.97,72.18,27.78,86.28,17.07,50.65,30.71
2011-11-23,46.76,43.92,39.76,59.7,354.85,58.74,34.02,37.9,23.1,63.72,45.29,53.62,85.01,41.26,30.43,53.93,13.77,16.27,17.18,188.99,27.1,48.66,30.45,71.94,20.28,29.69,171.67,87.8,21.96,41.23,35.94,41.84,83.72,41.7,5.09,20.02,30.51,34.74,26.5,33.21,17.82,9.4,13.13,60.39,57.28,66.77,44.93,27.61,57.18,24.5,13.83,4.04,7.2,14.94,70.8,26.81,85.55,16.58,49.77,29.49
2011-11-25,46.21,43.82,40.23,60.11,351.54,58.82,33.76,37.42,22.94,63.87,44.55,52.96,85.84,41.38,30.79,54.17,13.74,16.96,17.18,182.4,27.13,47.63,30.39,72.5,20.21,29.23,170.81,86.44,22.24,41.03,35.75,41.46,82.73,42.68,5.12,19.99,30.69,34.69,26.36,33.3,17.67,9.32,13.37,62.11,57.23,68.07,45.39,28.36,57.65,24.13,13.76,4.06,7.22,15.1,70.16,26.9,85.77,16.67,50.19,29.35
2011-11-28,47.0,44.8,40.99,62.22,363.67,59.29,35.24,38.18,23.48,64.78,45.93,54.72,87.8,42.12,31.09,54.51,13.84,17.52,17.78,194.15,28.46,48.81,30.59,74.02,20.94,30.77,175.78,89.7,22.85,42.1,36.27,43.47,87.27,43.0,5.2,20.79,31.82,35.48,27.22,33.85,18.51,9.56,13.62,64.17,58.39,70.42,45.27,29.88,60.41,25.21,14.49,4.17,7.33,15.35,72.0,27.54,87.31,17.15,51.51,30.21
2011-11-29,47.61,44.35,40.76,62.48,360.85,59.92,34.89,38.58,23.45,64.86,46.64,54.51,86.23,42.79,30.86,55.39,13.95,17.57,18.07,188.39,28.47,48.74,31.29,73.56,20.94,31.03,174.56,91.21,22.78,42.17,36.56,43.85,86.37,43.6,5.03,21.04,31.89,37.35,27.16,34.28,18.68,9.55,13.61,64.39,58.66,69.97,45.41,30.32,60.25,25.56,14.45,4.17,7.26,15.7,73.03,26.98,87.69,16.84,51.8,30.82
2011-11-30,49.83,46.78,42.51,65.76,369.55,60.74,37.23,40.11,24.15,66.46,49.83,57.59,93.07,43.65,31.98,56.08,14.87,18.05,18.69,192.29,29.76,49.91,31.78,77.18,21.82,32.27,181.37,96.3,24.47,44.64,37.68,45.86,93.37,45.01,5.4,23.22,33.27,37.6,28.55,35.07,19.45,10.14,13.85,65.91,60.58,71.47,46.18,31.65,62.29,26.56,15.25,4.34,7.77,15.71,76.37,29.25,89.62,17.75,53.62,31.81
2011-12-01,50.14,46.54,42.25,67.96,375.09,60.82,38.37,39.95,23.86,66.3,49.61,57.64,91.69,42.99,32.13,55.8,14.87,17.99,18.65,197.13,29.72,50.33,31.59,76.47,21.73,32.32,182.77,95.37,24.26,44.23,37.34,45.86,92.36,44.3,5.49,22.91,32.68,37.71,28.65,35.41,19.32,10.13,13.8,65.72,60.12,72.23,46.01,31.59,62.71,26.82,15.28,4.33,7.81,16.23,75.75,28.77,89.6,17.69,53.87,31.28
2011-12-02,50.69,46.96,42.31,68.26,376.8,61.0,40.23,39.84,23.81,65.77,50.37,57.19,94.42,43.03,31.41,55.31,15.04,17.77,18.52,196.03,30.05,49.35,31.38,75.96,22.49,31.79,182.97,95.24,24.67,43.98,37.15,45.58,91.86,43.93,5.6,23.09,32.87,38.29,28.43,35.41,19.7,10.42,13.98,66.22,60.66,71.17,46.14,31.48,61.97,26.3,15.19,4.33,7.84,16.05,75.75,30.54,89.79,17.67,53.55,30.76
2011-12-05,50.88,47.5,42.08,68.06,380.0,61.12,39.12,39.59,24.26,65.48,51.11,56.07,96.92,43.14,32.59,55.55,15.27,17.88,18.48,196.24,30.44,49.72,31.35,77.07,22.28,31.56,184.11,96.3,25.3,44.88,37.19,45.85,92.39,44.2,5.75,23.47,33.03,38.57,28.67,35.42,19.91,10.62,13.8,68.05,60.83,71.44,46.92,31.63,61.91,26.72,15.41,4.41,7.97,15.89,76.38,31.65,89.46,17.89,53.95,30.95
2011-12-06,50.68,47.29,42.58,67.85,378.01,61.35,38.86,40.37,24.22,65.83,50.48,56.51,98.22,43.19,32.25,55.97,15.63,17.68,18.84,191.99,30.11,50.07,31.52,78.22,22.32,32.26,186.13,97.74,25.22,44.84,37.13,45.93,91.54,44.35,5.74,23.96,33.17,38.65,28.85,35.42,19.54,10.57,13.73,67.11,60.83,71.25,46.77,31.66,62.11,26.78,15.34,4.42,7.95,15.84,76.73,31.39,90.08,17.84,53.85,31.3
2011-12-07,50.59,47.87,42.96,67.59,376.21,61.6,38.88,40.69,24.16,66.32,50.57,56.36,102.07,43.51,32.73,56.06,15.65,18.53,19.06,195.32,29.64,50.54,31.57,78.46,22.26,32.81,187.2,97.89,25.59,44.97,37.18,46.29,90.52,44.82,5.85,24.36,33.32,39.05,29.09,35.26,19.27,10.6,13.81,68.45,61.2,70.94,46.81,31.9,61.92,27.0,15.38,4.47,7.97,15.62,76.97,32.11,90.49,18.08,53.13,31.78
2011-12-08,49.62,46.55,41.8,67.18,377.73,61.05,37.28,40.56,23.98,65.57,49.35,55.34,97.02,43.2,32.13,55.55,15.25,18.14,18.8,190.48,28.6,50.19,31.55,76.62,21.63,32.1,184.82,95.76,24.78,43.51,36.58,44.77,88.64,43.93,5.55,23.02,32.42,38.26,28.38,35.07,18.24,10.28,12.97,67.13,60.48,69.98,46.32,30.94,60.49,26.28,14.99,4.31,7.66,15.61,75.82,30.43,90.93,17.68,52.34,31.31
2011-12-09,50.27,47.52,42.49,68.87,380.59,61.87,38.87,40.27,24.26,65.87,50.54,56.46,98.5,43.16,32.45,55.88,15.74,18.28,19.15,193.03,29.08,50.81,31.94,78.28,21.83,32.75,187.7,97.64,25.46,42.13,37.23,46.05,91.55,44.76,5.68,24.01,33.06,38.57,28.4,35.6,18.47,10.55,13.14,68.2,60.95,70.81,46.79,31.72,61.36,26.51,15.27,4.41,7.78,15.94,77.22,31.34,91.98,17.98,53.0,31.76
2011-12-12,49.24,46.63,41.81,67.88,378.87,61.36,37.91,40.27,24.08,65.66,50.14,55.03,95.18,43.04,32.14,55.65,15.39,17.87,18.99,189.52,28.83,50.16,31.62,76.75,22.4,32.11,185.4,96.53,24.88,41.07,37.02,44.81,88.95,44.39,5.41,23.2,32.71,38.39,27.63,35.33,18.08,10.38,13.37,66.49,60.33,70.32,46.13,31.19,60.36,26.09,14.92,4.36,7.62,15.47,76.0,30.26,92.4,17.65,52.6,31.34
2011-12-13,48.8,46.15,41.91,67.88,375.94,61.0,36.61,40.43,24.32,65.85,49.12,53.81,92.28,42.79,31.95,55.19,15.35,17.51,19.33,180.51,28.03,49.92,31.43,75.62,22.32,31.6,184.41,97.05,24.4,40.68,36.57,44.21,86.79,44.06,5.28,22.74,32.32,37.88,26.95,35.2,17.87,10.02,13.06,65.64,60.73,70.17,45.77,30.2,59.88,25.58,14.69,4.25,7.56,15.42,76.45,29.56,91.95,17.59,51.96,31.02
2011-12-14,47.87,45.84,41.91,66.96,367.61,60.72,36.15,40.11,24.16,65.94,47.72,53.8,90.54,42.6,31.87,55.23,15.53,17.1,19.43,180.21,27.49,49.77,31.32,74.77,22.31,31.13,182.06,94.15,24.47,40.43,35.94,43.45,82.99,43.45,5.19,22.69,32.3,37.52,26.6,35.08,17.78,9.71,12.93,65.22,60.46,69.77,45.74,29.43,59.61,25.18,14.56,4.14,7.43,15.02,75.42,29.76,91.58,17.12,51.82,30.62
2011-12-15,47.71,45.2,42.34,67.6,366.4,61.54,37.35,40.75,24.13,66.92,47.93,53.89,89.23,43.21,32.35,55.52,15.7,17.19,19.69,181.26,27.5,51.74,31.62,75.1,22.42,32.05,180.87,93.35,24.23,40.88,36.19,43.12,83.66,43.53,5.22,23.13,32.37,37.79,27.04,35.37,17.77,9.8,12.87,65.37,60.97,70.35,45.81,29.49,59.69,24.97,14.56,4.17,7.56,15.16,75.98,30.0,92.08,17.18,52.0,30.64
2011-12-16,47.79,45.65,42.46,67.98,368.41,61.41,37.52,40.48,24.54,66.94,48.38,52.45,87.48,42.88,32.37,55.83,15.9,17.31,19.59,181.26,27.76,51.04,31.88,75.11,22.46,32.05,177.09,94.46,24.58,41.14,36.43,42.58,83.18,43.02,5.16,23.27,33.05,38.75,27.21,35.4,17.92,9.8,11.78,63.7,61.11,70.51,45.81,29.01,59.6,24.66,14.54,4.17,7.6,14.96,76.1,30.12,91.47,17.08,52.3,30.34
2011-12-19,47.41,44.83,42.52,67.17,369.56,61.09,36.54,40.43,24.1,66.86,47.39,52.17,85.15,42.89,31.06,55.36,15.76,16.71,19.69,179.33,27.2,51.69,31.85,74.11,22.01,32.07,176.44,93.39,23.95,40.45,35.47,42.43,83.23,43.27,4.95,22.27,32.04,38.54,26.51,35.14,17.37,9.58,12.01,63.31,60.93,70.26,45.78,28.61,58.9,23.98,14.2,4.03,7.36,14.62,75.5,29.0,91.23,16.85,51.83,30.74
2011-12-20,48.75,46.66,43.8,69.35,382.85,62.19,38.91,40.78,24.57,68.18,49.52,53.53,88.34,43.68,31.77,56.71,16.15,17.31,19.99,182.52,27.82,51.87,32.34,76.48,22.52,32.91,180.63,97.09,25.07,42.1,38.62,43.66,87.51,44.1,5.13,23.65,33.17,40.22,27.88,35.81,18.18,9.88,12.34,64.49,61.72,71.82,46.34,29.62,61.14,24.73,14.66,4.22,7.65,15.11,77.85,30.42,92.72,17.53,53.32,31.17
2011-12-21,49.34,46.24,43.94,70.45,383.33,62.67,36.9,40.68,24.32,68.61,50.32,50.18,89.33,44.35,31.64,56.9,16.54,17.47,20.19,174.35,28.17,52.04,32.89,76.19,22.71,32.85,175.07,98.74,25.44,42.26,39.26,44.14,87.41,44.12,5.19,23.98,33.44,40.26,27.09,36.23,18.37,10.19,12.76,64.25,61.92,72.83,46.97,29.64,61.09,24.28,14.22,4.12,7.69,15.99,78.91,30.53,93.07,17.07,53.65,31.36
2011-12-22,50.12,46.38,44.94,71.12,385.36,62.67,36.96,41.07,24.36,68.48,50.91,51.04,91.68,44.09,32.17,56.71,17.04,17.76,20.14,179.03,28.61,52.11,32.71,77.11,22.75,33.19,175.62,99.57,25.78,42.63,39.74,44.71,87.58,44.09,5.43,24.07,33.71,40.19,27.98,36.2,18.33,10.46,13.23,64.5,62.1,73.91,46.89,29.96,62.37,24.68,14.29,4.16,7.81,16.0,80.02,31.6,92.51,17.27,54.31,31.55
2011-12-23,50.61,46.69,45.13,70.82,389.98,63.18,38.12,41.16,24.57,69.24,51.18,51.15,91.06,44.41,33.51,57.48,17.21,17.95,20.33,177.28,28.87,52.49,33.06,78.28,22.95,33.44,178.23,100.68,26.29,43.19,39.77,45.48,88.0,44.47,5.56,24.1,34.36,40.35,28.2,36.61,18.38,10.47,13.52,64.95,62.55,74.45,47.29,30.26,62.58,24.7,14.41,4.19,7.91,16.19,80.9,31.71,93.97,17.59,54.96,31.8
2011-12-27,50.96,46.41,45.36,71.11,393.08,63.0,37.58,41.24,24.58,69.33,51.39,51.19,89.23,44.53,31.64,57.32,17.0,17.78,20.27,176.27,29.17,52.64,33.04,78.36,22.91,33.31,178.43,101.13,26.12,43.24,39.79,45.65,87.33,43.96,5.44,23.73,34.37,40.47,28.1,36.57,18.57,10.34,13.34,64.36,62.66,74.37,47.67,29.84,62.77,24.48,14.37,4.11,7.78,16.09,80.96,31.2,94.34,17.69,55.31,31.87
2011-12-28,50.18,45.74,45.37,70.14,389.32,62.55,36.53,40.84,24.37,68.92,50.23,50.15,87.5,44.24,31.56,57.23,16.83,17.08,20.05,173.89,28.33,52.35,32.86,77.28,22.58,32.89,177.5,99.24,25.65,42.52,39.82,44.85,85.25,43.4,5.25,22.88,34.3,39.81,27.57,36.43,18.14,10.06,13.0,64.25,62.42,74.02,47.61,29.69,62.19,24.05,14.2,4.04,7.58,15.78,79.92,30.84,93.43,17.29,54.62,31.49
2011-12-29,50.91,46.27,45.78,70.95,391.71,63.15,37.08,41.19,24.56,69.5,50.97,50.8,88.36,44.47,31.7,57.48,17.06,17.68,20.22,173.86,28.45,52.42,33.17,78.2,22.94,33.6,179.61,100.65,26.27,42.89,39.94,45.78,86.41,43.88,5.42,23.15,34.76,40.27,27.83,36.84,18.12,10.21,13.21,65.26,62.83,74.56,47.78,29.96,63.11,24.45,14.28,4.15,7.64,16.13,80.95,31.57,94.58,17.38,55.33,32.09
2011-12-30,50.91,45.93,45.53,70.22,391.6,62.97,37.88,41.14,24.5,69.08,50.65,50.86,87.8,44.08,31.35,57.25,16.9,18.04,20.15,173.1,28.35,52.72,33.08,77.83,22.93,33.68,177.39,99.65,26.08,42.82,39.57,46.05,86.43,44.04,5.52,23.11,34.53,40.3,27.61,36.53,18.39,10.29,13.13,66.13,62.58,73.99,47.51,30.55,62.62,24.59,14.15,4.19,7.63,16.13,80.47,31.41,94.13,17.22,54.95,32.05
2012-01-03,51.82,47.12,45.68,71.06,397.62,63.01,38.08,41.73,25.27,68.77,51.83,52.28,92.59,43.45,31.35,57.8,17.33,18.38,20.46,179.03,29.16,53.65,33.16,79.51,23.7,34.31,179.73,103.37,26.9,43.5,40.29,47.28,89.65,45.08,5.76,23.97,34.71,40.4,28.23,36.44,18.28,10.64,13.65,67.78,62.7,75.01,47.4,31.34,64.12,25.41,14.49,4.3,7.86,16.29,81.64,33.04,92.74,17.8,55.12,32.56
2012-01-04,51.58,47.15,45.73,71.16,399.76,63.34,38.77,41.79,25.86,68.55,51.8,52.01,91.99,43.22,31.13,57.21,17.52,18.22,20.27,177.51,29.61,53.42,32.95,80.17,23.92,33.64,178.99,103.19,27.02,43.98,40.56,47.1,90.48,44.53,5.77,23.82,34.86,40.97,28.05,36.55,17.84,10.81,13.79,68.43,62.67,74.0,47.36,31.6,64.24,25.39,14.53,4.34,7.82,15.78,81.66,33.25,93.25,18.14,55.09,32.13
2012-01-05,51.16,47.7,45.22,70.4,404.2,62.84,39.81,41.6,26.13,68.36,52.35,51.94,91.83,43.0,31.03,56.93,17.51,17.7,20.12,177.61,30.58,52.99,32.79,79.81,24.13,32.93,178.15,102.18,27.46,43.68,40.51,46.14,91.12,44.09,6.26,23.81,35.15,41.31,28.25,36.9,17.3,11.08,13.71,68.62,62.41,73.23,47.41,31.88,63.56,25.29,14.67,4.29,7.77,15.64,81.42,33.94,93.66,18.08,54.64,32.16
2012-01-06,50.77,47.18,45.25,70.83,408.42,62.06,39.13,41.64,26.53,68.21,52.09,51.87,90.7,42.84,31.37,56.53,17.6,17.44,20.09,182.61,30.85,52.85,32.59,79.4,23.88,33.11,176.1,101.44,27.38,43.07,40.23,45.73,91.35,43.55,6.14,23.44,34.92,41.41,28.25,36.71,17.79,11.2,13.71,68.51,62.26,73.15,47.45,32.13,63.77,25.2,14.84,4.24,7.77,15.52,80.81,33.64,94.39,18.01,54.4,31.03
2012-01-09,50.96,47.3,45.33,71.35,407.77,62.38,38.83,40.0,26.18,68.29,52.1,52.59,91.94,42.83,31.77,56.7,17.8,17.47,20.32,178.56,31.26,52.56,32.59,79.87,24.38,32.99,175.18,102.55,27.72,43.43,40.55,46.18,92.63,43.55,6.23,23.9,35.17,41.44,28.61,36.88,17.13,11.28,13.77,68.42,62.52,73.2,47.64,32.05,64.47,25.23,15.07,4.3,7.76,15.46,81.17,33.58,93.49,18.13,54.41,31.44
2012-01-10,51.2,47.57,45.84,71.8,409.23,62.31,40.21,39.43,26.28,68.45,53.53,51.74,95.47,42.67,32.62,56.56,17.67,17.7,20.43,179.34,31.78,52.5,32.78,80.28,24.57,33.42,174.91,102.14,27.83,44.09,40.7,46.41,95.36,43.36,6.58,24.97,35.32,41.73,29.09,37.17,17.54,11.28,13.3,68.67,62.23,73.73,48.29,32.61,65.94,25.47,15.3,4.33,7.78,15.51,81.38,34.3,93.54,17.99,55.08,31.62
2012-01-11,50.31,47.84,45.93,71.56,408.57,61.69,39.98,40.05,26.17,68.12,53.33,51.29,96.86,42.23,32.25,56.91,17.82,17.69,20.4,178.9,32.09,52.09,32.18,79.78,24.58,33.03,175.89,100.93,28.03,44.24,40.79,45.81,95.05,43.02,6.82,25.27,35.69,41.66,29.15,37.08,17.86,11.54,13.25,68.6,61.62,73.88,48.44,32.31,66.09,25.42,15.28,4.36,7.85,15.53,80.77,34.88,93.76,18.22,54.98,30.63
2012-01-12,49.44,48.53,46.57,72.29,407.45,61.32,40.08,40.21,26.43,68.41,53.03,51.15,98.27,42.24,31.55,57.01,17.87,17.26,20.48,175.93,32.9,52.32,31.94,80.26,24.66,32.95,174.18,98.31,28.02,44.99,40.9,45.21,97.25,42.54,6.74,25.33,35.93,41.6,29.75,37.37,18.29,11.61,13.02,68.14,61.74,74.71,48.32,32.44,66.9,25.72,15.42,4.34,7.8,15.66,80.45,35.06,94.36,18.3,56.14,30.73
2012-01-13,49.14,48.63,45.81,71.42,405.92,61.12,40.29,39.79,26.67,68.28,52.47,52.41,96.08,42.23,30.94,57.04,17.78,17.13,20.34,178.42,32.59,51.46,31.67,79.61,24.55,32.55,172.84,99.36,28.02,45.27,40.9,44.72,97.76,43.56,6.56,24.85,35.61,41.71,29.36,36.93,18.36,11.51,12.9,68.26,61.74,74.56,47.73,33.05,66.58,25.28,15.36,4.29,7.75,15.48,80.58,34.17,94.15,18.21,55.29,29.92
2012-01-17,49.47,49.08,46.0,72.03,410.65,61.35,40.55,40.18,26.68,69.17,52.47,53.47,94.84,42.81,31.48,57.34,17.69,16.77,20.43,181.66,32.68,51.9,31.84,80.21,24.7,32.97,173.65,99.95,28.22,45.4,41.27,45.96,98.61,43.08,6.43,24.46,35.64,41.93,29.47,37.28,19.24,11.49,12.9,67.64,62.16,74.67,47.81,33.2,67.38,25.25,15.56,4.28,7.75,15.43,81.35,33.21,94.34,18.45,56.03,30.19
2012-01-18,49.96,49.42,46.7,71.86,414.91,61.54,41.69,41.03,26.65,69.47,53.44,54.85,101.28,43.08,32.01,57.49,17.95,17.12,20.46,189.44,32.98,52.96,31.95,81.01,24.88,33.5,174.68,100.05,28.61,46.25,41.82,46.56,99.9,43.62,6.75,25.13,35.72,43.02,31.98,37.86,20.13,11.8,12.7,67.85,62.44,75.25,48.06,33.52,67.98,25.77,15.85,4.29,8.13,15.92,82.07,34.76,95.29,18.67,56.54,30.58
2012-01-19,49.79,49.8,47.04,72.34,413.59,62.55,38.82,40.29,26.54,69.65,53.93,54.8,104.55,42.92,31.77,58.07,18.08,17.25,20.34,194.45,33.68,53.79,31.89,81.71,25.02,33.34,174.15,100.15,28.53,46.21,41.76,47.0,101.33,44.01,6.91,25.45,36.05,43.53,32.08,37.84,20.09,12.06,13.15,69.09,62.49,76.56,48.09,33.88,68.55,25.91,16.03,4.35,8.35,16.12,82.62,35.13,95.01,18.91,57.61,30.44
2012-01-20,49.75,48.91,46.95,72.3,406.39,62.9,39.65,40.45,28.04,69.34,52.89,54.76,105.58,42.73,31.75,58.45,18.08,17.85,20.4,190.93,33.86,50.82,32.19,81.57,25.21,33.24,181.87,100.11,28.9,46.23,41.66,46.73,101.23,44.5,7.02,25.55,35.92,42.67,31.91,37.81,20.53,12.04,13.47,71.4,62.63,75.71,47.98,34.54,68.79,26.85,16.13,4.54,8.4,15.96,83.06,35.54,95.46,19.03,57.68,30.62
